Fecha;Equipo A;Equipo B;Equipo C;Equipo D;Equipo E;Equipo F
Miércoles 04/04/2012;T;N;O;D;D;M
Jueves 05/04/2012;T;N;O;D;D;M
Viernes 06/04/2012;N;D;O;D;M;T
Sábado 07/04/2012;N;D;D;D;M;T
Domingo 08/04/2012;D;D;D;M;T;N
Lunes 09/04/2012;D;D;O;M;T;N
Martes 10/04/2012;D;M;O;T;N;D
Miércoles 11/04/2012;D;M;O;T;N;D
Jueves 12/04/2012;M;T;O;N;D;D
Viernes 13/04/2012;M;T;O;N;D;D
Sábado 14/04/2012;T;N;D;D;D;M
Domingo 15/04/2012;T;N;D;D;D;M
Lunes 16/04/2012;N;D;M;D;O;T
Martes 17/04/2012;N;D;M;D;O;T
Miércoles 18/04/2012;D;D;T;M;O;N
Jueves 19/04/2012;D;D;T;M;O;N
Viernes 20/04/2012;D;M;N;T;O;D
Sábado 21/04/2012;D;M;N;T;D;D
Domingo 22/04/2012;M;T;D;N;D;D
Lunes 23/04/2012;M;T;D;N;O;D
Martes 24/04/2012;T;N;D;D;O;M
Miércoles 25/04/2012;T;N;D;D;O;M
Jueves 26/04/2012;N;D;M;D;O;T
Viernes 27/04/2012;N;D;M;D;O;T
Sábado 28/04/2012;D;D;T;M;D;N
Domingo 29/04/2012;D;D;T;M;D;N
Lunes 30/04/2012;D;O;N;T;M;D
Martes 01/05/2012;D;O;N;T;M;D
Miércoles 02/05/2012;M;O;D;N;T;D
Jueves 03/05/2012;M;O;D;N;T;O
Viernes 04/05/2012;T;O;D;D;N;M
Sábado 05/05/2012;T;D;D;D;N;M
Domingo 06/05/2012;N;D;M;D;D;T
Lunes 07/05/2012;N;O;M;O;D;T
Martes 08/05/2012;D;O;T;M;D;N
Miércoles 09/05/2012;D;O;T;M;O;N
Jueves 10/05/2012;D;O;N;T;M;D
Viernes 11/05/2012;O;O;N;T;M;D
Sábado 12/05/2012;M;D;D;N;T;D
Domingo 13/05/2012;M;D;D;N;T;D
Lunes 14/05/2012;T;O;D;D;N;M
Martes 15/05/2012;T;O;O;D;N;M
Miércoles 16/05/2012;N;O;M;D;D;T
Jueves 17/05/2012;N;O;M;O;D;T
Viernes 18/05/2012;D;O;T;M;D;N
Sábado 19/05/2012;D;D;T;M;D;N
Domingo 20/05/2012;D;D;N;T;M;D
Lunes 21/05/2012;O;O;N;T;M;D
Martes 22/05/2012;M;O;D;N;T;D
Miércoles 23/05/2012;M;O;D;N;T;O
Jueves 24/05/2012;T;O;D;D;N;M
Viernes 25/05/2012;T;O;D;D;N;M
Sábado 26/05/2012;N;D;M;D;D;T
Domingo 27/05/2012;N;D;M;D;D;T
Lunes 28/05/2012;D;M;T;O;D;N
Martes 29/05/2012;D;M;T;O;O;N
Miércoles 30/05/2012;D;T;N;O;M;D
Jueves 31/05/2012;O;T;N;O;M;D
Viernes 01/06/2012;M;N;D;O;T;D
Sábado 02/06/2012;M;N;D;D;T;D
Domingo 03/06/2012;T;D;D;D;N;M
Lunes 04/06/2012;T;D;O;O;N;M
Martes 05/06/2012;N;D;M;O;D;T
Miércoles 06/06/2012;N;O;M;O;D;T
Jueves 07/06/2012;D;M;T;O;D;N
Viernes 08/06/2012;D;M;T;O;O;N
Sábado 09/06/2012;D;T;N;D;M;D
Domingo 10/06/2012;D;T;N;D;M;D
Lunes 11/06/2012;M;N;D;O;T;D
Martes 12/06/2012;M;N;D;O;T;O
Miércoles 13/06/2012;T;D;D;O;N;M
Jueves 14/06/2012;T;D;O;O;N;M
Viernes 15/06/2012;N;D;M;O;D;T
Sábado 16/06/2012;N;D;M;D;D;T
Domingo 17/06/2012;D;M;T;D;D;N
Lunes 18/06/2012;D;M;T;O;O;N
Martes 19/06/2012;D;T;N;O;M;D
Miércoles 20/06/2012;O;T;N;O;M;D
Jueves 21/06/2012;M;N;D;O;T;D
Viernes 22/06/2012;M;N;D;O;T;D
Sábado 23/06/2012;T;D;D;D;N;M
Domingo 24/06/2012;T;D;D;D;N;M
Lunes 25/06/2012;N;D;O;M;D;T
Martes 26/06/2012;N;O;O;M;D;T
Miércoles 27/06/2012;D;M;O;T;D;N
Jueves 28/06/2012;D;M;O;T;O;N
Viernes 29/06/2012;D;T;O;N;M;D
Sábado 30/06/2012;D;T;D;N;M;D
Domingo 01/07/2012;M;N;D;D;T;D
Lunes 02/07/2012;M;N;O;D;T;D
Martes 03/07/2012;T;D;O;D;N;M
Miércoles 04/07/2012;T;D;O;O;N;M
Jueves 05/07/2012;N;D;O;M;D;T
Viernes 06/07/2012;N;D;O;M;D;T
Sábado 07/07/2012;D;M;D;T;D;N
Domingo 08/07/2012;D;M;D;T;D;N
Lunes 09/07/2012;D;T;O;N;M;D
Martes 10/07/2012;D;T;O;N;M;D
Miércoles 11/07/2012;M;N;O;D;T;D
Jueves 12/07/2012;M;N;O;D;T;D
Viernes 13/07/2012;T;D;O;D;N;M
Sábado 14/07/2012;T;D;D;D;N;M
Domingo 15/07/2012;N;D;D;M;D;T
Lunes 16/07/2012;N;D;O;M;D;T
Martes 17/07/2012;D;M;O;T;D;N
Miércoles 18/07/2012;D;M;O;T;D;N
Jueves 19/07/2012;D;T;O;N;M;D
Viernes 20/07/2012;D;T;O;N;M;D
Sábado 21/07/2012;M;N;D;D;T;D
Domingo 22/07/2012;M;N;D;D;T;D
Lunes 23/07/2012;T;D;M;D;N;O
Martes 24/07/2012;T;D;M;D;N;O
Miércoles 25/07/2012;N;D;T;M;D;O
Jueves 26/07/2012;N;D;T;M;D;O
Viernes 27/07/2012;D;M;N;T;D;O
Sábado 28/07/2012;D;M;N;T;D;D
Domingo 29/07/2012;D;T;D;N;M;D
Lunes 30/07/2012;D;T;D;N;M;O
Martes 31/07/2012;M;N;D;D;T;O
Miércoles 01/08/2012;M;N;D;D;T;O
Jueves 02/08/2012;T;D;M;D;N;O
Viernes 03/08/2012;T;D;M;D;N;O
Sábado 04/08/2012;N;D;T;M;D;D
Domingo 05/08/2012;N;D;T;M;D;D
Lunes 06/08/2012;D;M;N;T;D;O
Martes 07/08/2012;D;M;N;T;D;O
Miércoles 08/08/2012;D;T;D;N;M;O
Jueves 09/08/2012;D;T;D;N;M;O
Viernes 10/08/2012;M;N;D;D;T;O
Sábado 11/08/2012;M;N;D;D;T;D
Domingo 12/08/2012;T;D;M;D;N;D
Lunes 13/08/2012;T;D;M;D;N;O
Martes 14/08/2012;N;D;T;M;D;O
Miércoles 15/08/2012;N;D;T;M;D;O
Jueves 16/08/2012;D;M;N;T;D;O
Viernes 17/08/2012;D;M;N;T;D;O
Sábado 18/08/2012;D;T;D;N;M;D
Domingo 19/08/2012;D;T;D;N;M;D
Lunes 20/08/2012;O;N;D;D;T;M
Martes 21/08/2012;O;N;D;D;T;M
Miércoles 22/08/2012;O;D;M;D;N;T
Jueves 23/08/2012;O;D;M;D;N;T
Viernes 24/08/2012;O;D;T;M;D;N
Sábado 25/08/2012;D;D;T;M;D;N
Domingo 26/08/2012;D;M;N;T;D;D
Lunes 27/08/2012;O;M;N;T;D;D
Martes 28/08/2012;O;T;D;N;M;D
Miércoles 29/08/2012;O;T;D;N;M;D
Jueves 30/08/2012;O;N;D;D;T;M
Viernes 31/08/2012;O;N;D;D;T;M
Sábado 01/09/2012;D;D;M;D;N;T
Domingo 02/09/2012;D;D;M;D;N;T
Lunes 03/09/2012;O;D;T;M;D;N
Martes 04/09/2012;O;O;T;M;D;N
Miércoles 05/09/2012;O;M;N;T;D;D
Jueves 06/09/2012;O;M;N;T;O;D
Viernes 07/09/2012;O;T;D;N;M;D
Sábado 08/09/2012;D;T;D;N;M;D
Domingo 09/09/2012;D;N;D;D;T;M
Lunes 10/09/2012;O;N;D;D;T;M
Martes 11/09/2012;O;D;M;D;N;T
Miércoles 12/09/2012;O;D;M;O;N;T
Jueves 13/09/2012;O;D;T;M;D;N
Viernes 14/09/2012;O;O;T;M;D;N
Sábado 15/09/2012;D;M;N;T;D;D
Domingo 16/09/2012;D;M;N;T;D;D
Lunes 17/09/2012;M;T;D;N;O;D
Martes 18/09/2012;M;T;D;N;O;O
Miércoles 19/09/2012;T;N;D;D;O;M
Jueves 20/09/2012;T;N;D;D;O;M
Viernes 21/09/2012;N;D;M;D;O;T
Sábado 22/09/2012;N;D;M;D;D;T
Domingo 23/09/2012;D;D;T;M;D;N
Lunes 24/09/2012;D;O;T;M;O;N
Martes 25/09/2012;D;M;N;T;O;D
Miércoles 26/09/2012;O;M;N;T;O;D
Jueves 27/09/2012;M;T;D;N;O;D
Viernes 28/09/2012;M;T;D;N;O;O
Sábado 29/09/2012;T;N;D;D;D;M
Domingo 30/09/2012;T;N;D;D;D;M
Lunes 01/10/2012;N;D;M;D;O;T
Martes 02/10/2012;N;D;M;O;O;T
Miércoles 03/10/2012;D;D;T;M;O;N
Jueves 04/10/2012;D;O;T;M;O;N
Viernes 05/10/2012;D;M;N;T;O;D
Sábado 06/10/2012;D;M;N;T;D;D
Domingo 07/10/2012;M;T;D;N;D;D
Lunes 08/10/2012;M;T;D;N;O;O
Martes 09/10/2012;T;N;D;D;O;M
Miércoles 10/10/2012;T;N;O;D;O;M
Jueves 11/10/2012;N;D;M;D;O;T
Viernes 12/10/2012;N;D;M;O;O;T
Sábado 13/10/2012;D;D;T;M;D;N
Domingo 14/10/2012;D;D;T;M;D;N
Lunes 15/10/2012;D;O;N;T;M;D
Martes 16/10/2012;D;O;N;T;M;D
Miércoles 17/10/2012;M;O;D;N;T;D
Jueves 18/10/2012;M;O;D;N;T;D
Viernes 19/10/2012;T;O;D;D;N;M
Sábado 20/10/2012;T;D;D;D;N;M
Domingo 21/10/2012;N;D;M;D;D;T
Lunes 22/10/2012;N;O;M;D;D;T
Martes 23/10/2012;D;O;T;M;D;N
Miércoles 24/10/2012;D;O;T;M;D;N
Jueves 25/10/2012;D;O;N;T;M;D
Viernes 26/10/2012;D;O;N;T;M;D
Sábado 27/10/2012;M;D;D;N;T;D
Domingo 28/10/2012;M;D;D;N;T;D
Lunes 29/10/2012;T;M;D;D;N;O
Martes 30/10/2012;T;M;D;D;N;O
Miércoles 31/10/2012;N;T;M;D;D;O
Jueves 01/11/2012;N;T;M;D;D;O
Viernes 02/11/2012;D;N;T;M;D;O
Sábado 03/11/2012;D;N;T;M;D;D
Domingo 04/11/2012;D;D;N;T;M;D
Lunes 05/11/2012;D;D;N;T;M;O
Martes 06/11/2012;M;D;D;N;T;O
Miércoles 07/11/2012;M;D;D;N;T;O
Jueves 08/11/2012;T;M;D;D;N;O
Viernes 09/11/2012;T;M;D;D;N;O
Sábado 10/11/2012;N;T;M;D;D;D
Domingo 11/11/2012;N;T;M;D;D;D
Lunes 12/11/2012;D;N;T;O;D;M
Martes 13/11/2012;D;N;T;O;D;M
Miércoles 14/11/2012;D;D;N;O;M;T
Jueves 15/11/2012;D;D;N;O;M;T
Viernes 16/11/2012;M;D;D;O;T;N
Sábado 17/11/2012;M;D;D;D;T;N
Domingo 18/11/2012;T;M;D;D;N;D
Lunes 19/11/2012;T;M;D;O;N;D
Martes 20/11/2012;N;T;M;O;D;D
Miércoles 21/11/2012;N;T;M;O;D;D
Jueves 22/11/2012;D;N;T;O;D;M
Viernes 23/11/2012;D;N;T;O;D;M
Sábado 24/11/2012;D;D;N;D;M;T
Domingo 25/11/2012;D;D;N;D;M;T
Lunes 26/11/2012;O;D;D;M;T;N
Martes 27/11/2012;O;D;D;M;T;N
Miércoles 28/11/2012;O;M;D;T;N;D
Jueves 29/11/2012;O;M;D;T;N;D
Viernes 30/11/2012;O;T;M;N;D;D
Sábado 01/12/2012;D;T;M;N;D;D
Domingo 02/12/2012;D;N;T;D;D;M
Lunes 03/12/2012;O;N;T;D;D;M
Martes 04/12/2012;O;D;N;D;M;T
Miércoles 05/12/2012;O;D;N;D;M;T
Jueves 06/12/2012;O;D;D;M;T;N
Viernes 07/12/2012;O;D;D;M;T;N
Sábado 08/12/2012;D;M;D;T;N;D
Domingo 09/12/2012;D;M;D;T;N;D
Lunes 10/12/2012;M;T;O;N;D;D
Martes 11/12/2012;M;T;O;N;D;D
Miércoles 12/12/2012;T;N;O;D;D;M
Jueves 13/12/2012;T;N;O;D;D;M
Viernes 14/12/2012;N;D;O;D;M;T
Sábado 15/12/2012;N;D;D;D;M;T
Domingo 16/12/2012;D;D;D;M;T;N
Lunes 17/12/2012;D;D;O;M;T;N
Martes 18/12/2012;D;M;O;T;N;D
Miércoles 19/12/2012;D;M;O;T;N;D
Jueves 20/12/2012;M;T;O;N;D;D
Viernes 21/12/2012;M;T;O;N;D;D
Sábado 22/12/2012;T;N;D;D;D;M
Domingo 23/12/2012;T;N;D;D;D;M
Lunes 24/12/2012;N;D;M;D;O;T
Martes 25/12/2012;N;D;M;D;O;T
Miércoles 26/12/2012;D;D;T;M;O;N
Jueves 27/12/2012;D;D;T;M;O;N
Viernes 28/12/2012;D;M;N;T;O;D
Sábado 29/12/2012;D;M;N;T;D;D
Domingo 30/12/2012;M;T;D;N;D;D
Lunes 31/12/2012;M;T;D;N;O;D
Martes 01/01/2013;T;N;D;D;O;M
Miércoles 02/01/2013;T;N;D;D;O;M
Jueves 03/01/2013;N;D;M;D;O;T
Viernes 04/01/2013;N;D;M;D;O;T
Sábado 05/01/2013;D;D;T;M;D;N
Domingo 06/01/2013;D;D;T;M;D;N
Lunes 07/01/2013;D;O;N;T;M;D
Martes 08/01/2013;D;O;N;T;M;D
Miércoles 09/01/2013;M;O;D;N;T;D
Jueves 10/01/2013;M;O;D;N;T;D
Viernes 11/01/2013;T;O;D;D;N;M
Sábado 12/01/2013;T;D;D;D;N;M
Domingo 13/01/2013;N;D;M;D;D;T
Lunes 14/01/2013;N;O;M;D;D;T
Martes 15/01/2013;D;O;T;M;D;N
Miércoles 16/01/2013;D;O;T;M;D;N
Jueves 17/01/2013;D;O;N;T;M;D
Viernes 18/01/2013;D;O;N;T;M;D
Sábado 19/01/2013;M;D;D;N;T;D
Domingo 20/01/2013;M;D;D;N;T;D
Lunes 21/01/2013;T;M;D;D;N;O
Martes 22/01/2013;T;M;D;D;N;O
Miércoles 23/01/2013;N;T;M;D;D;O
Jueves 24/01/2013;N;T;M;D;D;O
Viernes 25/01/2013;D;N;T;M;D;O
Sábado 26/01/2013;D;N;T;M;D;D
Domingo 27/01/2013;D;D;N;T;M;D
Lunes 28/01/2013;D;D;N;T;M;O
Martes 29/01/2013;M;D;D;N;T;O
Miércoles 30/01/2013;M;D;D;N;T;O
Jueves 31/01/2013;T;M;D;D;N;O
Viernes 01/02/2013;T;M;D;D;N;O
Sábado 02/02/2013;N;T;M;D;D;D
Domingo 03/02/2013;N;T;M;D;D;D
Lunes 04/02/2013;D;N;T;O;D;M
Martes 05/02/2013;D;N;T;O;D;M
Miércoles 06/02/2013;D;D;N;O;M;T
Jueves 07/02/2013;D;D;N;O;M;T
Viernes 08/02/2013;M;D;D;O;T;N
Sábado 09/02/2013;M;D;D;D;T;N
Domingo 10/02/2013;T;M;D;D;N;D
Lunes 11/02/2013;T;M;D;O;N;D
Martes 12/02/2013;N;T;M;O;D;D
Miércoles 13/02/2013;N;T;M;O;D;D
Jueves 14/02/2013;D;N;T;O;D;M
Viernes 15/02/2013;D;N;T;O;D;M
Sábado 16/02/2013;D;D;N;D;M;T
Domingo 17/02/2013;D;D;N;D;M;T
Lunes 18/02/2013;O;D;D;M;T;N
Martes 19/02/2013;O;D;D;M;T;N
Miércoles 20/02/2013;O;M;D;T;N;D
Jueves 21/02/2013;O;M;D;T;N;D
Viernes 22/02/2013;O;T;M;N;D;D
Sábado 23/02/2013;D;T;M;N;D;D
Domingo 24/02/2013;D;N;T;D;D;M
Lunes 25/02/2013;O;N;T;D;D;M
Martes 26/02/2013;O;D;N;D;M;T
Miércoles 27/02/2013;O;D;N;D;M;T
Jueves 28/02/2013;O;D;D;M;T;N
Viernes 01/03/2013;O;D;D;M;T;N
Sábado 02/03/2013;D;M;D;T;N;D
Domingo 03/03/2013;D;M;D;T;N;D
Lunes 04/03/2013;M;T;O;N;D;D
Martes 05/03/2013;M;T;O;N;D;D
Miércoles 06/03/2013;T;N;O;D;D;M
Jueves 07/03/2013;T;N;O;D;D;M
Viernes 08/03/2013;N;D;O;D;M;T
Sábado 09/03/2013;N;D;D;D;M;T
Domingo 10/03/2013;D;D;D;M;T;N
Lunes 11/03/2013;D;D;O;M;T;N
Martes 12/03/2013;D;M;O;T;N;D
Miércoles 13/03/2013;D;M;O;T;N;D
Jueves 14/03/2013;M;T;O;N;D;D
Viernes 15/03/2013;M;T;O;N;D;D
Sábado 16/03/2013;T;N;D;D;D;M
Domingo 17/03/2013;T;N;D;D;D;M
Lunes 18/03/2013;N;D;M;D;O;T
Martes 19/03/2013;N;D;M;D;O;T
Miércoles 20/03/2013;D;D;T;M;O;N
Jueves 21/03/2013;D;D;T;M;O;N
Viernes 22/03/2013;D;M;N;T;O;D
Sábado 23/03/2013;D;M;N;T;D;D
Domingo 24/03/2013;M;T;D;N;D;D
Lunes 25/03/2013;M;T;D;N;O;D
Martes 26/03/2013;T;N;D;D;O;M
Miércoles 27/03/2013;T;N;D;D;O;M
Jueves 28/03/2013;N;D;M;D;O;T
Viernes 29/03/2013;N;D;M;D;O;T
Sábado 30/03/2013;D;D;T;M;D;N
Domingo 31/03/2013;D;D;T;M;D;N
Lunes 01/04/2013;D;O;N;T;M;D
Martes 02/04/2013;D;O;N;T;M;D
Miércoles 03/04/2013;M;O;D;N;T;D
Jueves 04/04/2013;M;O;D;N;T;D
Viernes 05/04/2013;T;O;D;D;N;M
Sábado 06/04/2013;T;D;D;D;N;M
Domingo 07/04/2013;N;D;M;D;D;T
Lunes 08/04/2013;N;O;M;D;D;T
Martes 09/04/2013;D;O;T;M;D;N
Miércoles 10/04/2013;D;O;T;M;D;N
Jueves 11/04/2013;D;O;N;T;M;D
Viernes 12/04/2013;D;O;N;T;M;D
Sábado 13/04/2013;M;D;D;N;T;D
Domingo 14/04/2013;M;D;D;N;T;D
Lunes 15/04/2013;T;M;D;D;N;O
Martes 16/04/2013;T;M;D;D;N;O
Miércoles 17/04/2013;N;T;M;D;D;O
Jueves 18/04/2013;N;T;M;D;D;O
Viernes 19/04/2013;D;N;T;M;D;O
Sábado 20/04/2013;D;N;T;M;D;D
Domingo 21/04/2013;D;D;N;T;M;D
Lunes 22/04/2013;D;D;N;T;M;O
Martes 23/04/2013;M;D;D;N;T;O
Miércoles 24/04/2013;M;D;D;N;T;O
Jueves 25/04/2013;T;M;D;D;N;O
Viernes 26/04/2013;T;M;D;D;N;O
Sábado 27/04/2013;N;T;M;D;D;D
Domingo 28/04/2013;N;T;M;D;D;D
Lunes 29/04/2013;D;N;T;O;D;M
Martes 30/04/2013;D;N;T;O;O;M
Miércoles 01/05/2013;D;D;N;O;M;T
Jueves 02/05/2013;O;D;N;O;M;T
Viernes 03/05/2013;M;D;D;O;T;N
Sábado 04/05/2013;M;D;D;D;T;N
Domingo 05/05/2013;T;M;D;D;N;D
Lunes 06/05/2013;T;M;O;O;N;D
Martes 07/05/2013;N;T;M;O;D;D
Miércoles 08/05/2013;N;T;M;O;D;O
Jueves 09/05/2013;D;N;T;O;D;M
Viernes 10/05/2013;D;N;T;O;O;M
Sábado 11/05/2013;D;D;N;D;M;T
Domingo 12/05/2013;D;D;N;D;M;T
Lunes 13/05/2013;M;D;D;O;T;N
Martes 14/05/2013;M;O;D;O;T;N
Miércoles 15/05/2013;T;M;D;O;N;D
Jueves 16/05/2013;T;M;O;O;N;D
Viernes 17/05/2013;N;T;M;O;D;D
Sábado 18/05/2013;N;T;M;D;D;D
Domingo 19/05/2013;D;N;T;D;D;M
Lunes 20/05/2013;D;N;T;O;O;M
Martes 21/05/2013;D;D;N;O;M;T
Miércoles 22/05/2013;O;D;N;O;M;T
Jueves 23/05/2013;M;D;D;O;T;N
Viernes 24/05/2013;M;O;D;O;T;N
Sábado 25/05/2013;T;M;D;D;N;D
Domingo 26/05/2013;T;M;D;D;N;D
Lunes 27/05/2013;N;T;O;M;D;D
Martes 28/05/2013;N;T;O;M;D;O
Miércoles 29/05/2013;D;N;O;T;D;M
Jueves 30/05/2013;D;N;O;T;D;M
Viernes 31/05/2013;D;D;O;N;M;T
Sábado 01/06/2013;D;D;D;N;M;T
Domingo 02/06/2013;M;D;D;D;T;N
Lunes 03/06/2013;M;O;O;D;T;N
Martes 04/06/2013;T;M;O;D;N;D
Miércoles 05/06/2013;T;M;O;O;N;D
Jueves 06/06/2013;N;T;O;M;D;D
Viernes 07/06/2013;N;T;O;M;D;D
Sábado 08/06/2013;D;N;D;T;D;M
Domingo 09/06/2013;D;N;D;T;D;M
Lunes 10/06/2013;D;D;O;N;M;T
Martes 11/06/2013;O;D;O;N;M;T
Miércoles 12/06/2013;M;D;O;D;T;N
Jueves 13/06/2013;M;D;O;D;T;N
Viernes 14/06/2013;T;M;O;D;N;D
Sábado 15/06/2013;T;M;D;D;N;D
Domingo 16/06/2013;N;T;D;M;D;D
Lunes 17/06/2013;N;T;O;M;D;O
Martes 18/06/2013;D;N;O;T;D;M
Miércoles 19/06/2013;D;N;O;T;O;M
Jueves 20/06/2013;D;D;O;N;M;T
Viernes 21/06/2013;O;D;O;N;M;T
Sábado 22/06/2013;M;D;D;D;T;N
Domingo 23/06/2013;M;D;D;D;T;N
Lunes 24/06/2013;T;O;M;D;N;D
Martes 25/06/2013;T;O;M;O;N;D
Miércoles 26/06/2013;N;O;T;M;D;D
Jueves 27/06/2013;N;O;T;M;D;O
Viernes 28/06/2013;D;O;N;T;D;M
Sábado 29/06/2013;D;D;N;T;D;M
Domingo 30/06/2013;D;D;D;N;M;T
Lunes 01/07/2013;D;O;D;N;M;T
Martes 02/07/2013;M;O;D;D;T;N
Miércoles 03/07/2013;M;O;O;D;T;N
Jueves 04/07/2013;T;O;M;D;N;D
Viernes 05/07/2013;T;O;M;O;N;D
Sábado 06/07/2013;N;D;T;M;D;D
Domingo 07/07/2013;N;D;T;M;D;D
Lunes 08/07/2013;D;O;N;T;D;M
Martes 09/07/2013;D;O;N;T;D;M
Miércoles 10/07/2013;D;O;D;N;M;T
Jueves 11/07/2013;D;O;D;N;M;T
Viernes 12/07/2013;M;O;D;D;T;N
Sábado 13/07/2013;M;D;D;D;T;N
Domingo 14/07/2013;T;D;M;D;N;D
Lunes 15/07/2013;T;O;M;D;N;D
Martes 16/07/2013;N;O;T;M;D;D
Miércoles 17/07/2013;N;O;T;M;D;D
Jueves 18/07/2013;D;O;N;T;D;M
Viernes 19/07/2013;D;O;N;T;D;M
Sábado 20/07/2013;D;D;D;N;M;T
Domingo 21/07/2013;D;D;D;N;M;T
Lunes 22/07/2013;O;M;D;D;T;N
Martes 23/07/2013;O;M;D;D;T;N
Miércoles 24/07/2013;O;T;M;D;N;D
Jueves 25/07/2013;O;T;M;D;N;D
Viernes 26/07/2013;O;N;T;M;D;D
Sábado 27/07/2013;D;N;T;M;D;D
Domingo 28/07/2013;D;D;N;T;D;M
Lunes 29/07/2013;O;D;N;T;D;M
Martes 30/07/2013;O;D;D;N;M;T
Miércoles 31/07/2013;O;D;D;N;M;T
Jueves 01/08/2013;O;M;D;D;T;N
Viernes 02/08/2013;O;M;D;D;T;N
Sábado 03/08/2013;D;T;M;D;N;D
Domingo 04/08/2013;D;T;M;D;N;D
Lunes 05/08/2013;O;N;T;M;D;D
Martes 06/08/2013;O;N;T;M;D;D
Miércoles 07/08/2013;O;D;N;T;D;M
Jueves 08/08/2013;O;D;N;T;D;M
Viernes 09/08/2013;O;D;D;N;M;T
Sábado 10/08/2013;D;D;D;N;M;T
Domingo 11/08/2013;D;M;D;D;T;N
Lunes 12/08/2013;O;M;D;D;T;N
Martes 13/08/2013;O;T;M;D;N;D
Miércoles 14/08/2013;O;T;M;D;N;D
Jueves 15/08/2013;O;N;T;M;D;D
Viernes 16/08/2013;O;N;T;M;D;D
Sábado 17/08/2013;D;D;N;T;D;M
Domingo 18/08/2013;D;D;N;T;D;M
Lunes 19/08/2013;M;D;D;N;O;T
Martes 20/08/2013;M;D;D;N;O;T
Miércoles 21/08/2013;T;M;D;D;O;N
Jueves 22/08/2013;T;M;D;D;O;N
Viernes 23/08/2013;N;T;M;D;O;D
Sábado 24/08/2013;N;T;M;D;D;D
Domingo 25/08/2013;D;N;T;M;D;D
Lunes 26/08/2013;D;N;T;M;O;D
Martes 27/08/2013;D;D;N;T;O;M
Miércoles 28/08/2013;D;D;N;T;O;M
Jueves 29/08/2013;M;D;D;N;O;T
Viernes 30/08/2013;M;D;D;N;O;T
Sábado 31/08/2013;T;M;D;D;D;N
Domingo 01/09/2013;T;M;D;D;D;N
Lunes 02/09/2013;N;T;M;D;O;D
Martes 03/09/2013;N;T;M;O;O;D
Miércoles 04/09/2013;D;N;T;M;O;D
Jueves 05/09/2013;D;N;T;M;O;O
Viernes 06/09/2013;D;D;N;T;O;M
Sábado 07/09/2013;D;D;N;T;D;M
Domingo 08/09/2013;M;D;D;N;D;T
Lunes 09/09/2013;M;O;D;N;O;T
Martes 10/09/2013;T;M;D;D;O;N
Miércoles 11/09/2013;T;M;O;D;O;N
Jueves 12/09/2013;N;T;M;D;O;D
Viernes 13/09/2013;N;T;M;O;O;D
Sábado 14/09/2013;D;N;T;M;D;D
Domingo 15/09/2013;D;N;T;M;D;D
Lunes 16/09/2013;D;D;N;T;M;O
Martes 17/09/2013;O;D;N;T;M;O
Miércoles 18/09/2013;M;D;D;N;T;O
Jueves 19/09/2013;M;O;D;N;T;O
Viernes 20/09/2013;T;M;D;D;N;O
Sábado 21/09/2013;T;M;D;D;N;D
Domingo 22/09/2013;N;T;M;D;D;D
Lunes 23/09/2013;N;T;M;O;D;O
Martes 24/09/2013;D;N;T;M;D;O
Miércoles 25/09/2013;D;N;T;M;O;O
Jueves 26/09/2013;D;D;N;T;M;O
Viernes 27/09/2013;O;D;N;T;M;O
Sábado 28/09/2013;M;D;D;N;T;D
Domingo 29/09/2013;M;D;D;N;T;D
Lunes 30/09/2013;T;M;D;D;N;O
Martes 01/10/2013;T;M;O;D;N;O
Miércoles 02/10/2013;N;T;M;D;D;O
Jueves 03/10/2013;N;T;M;O;D;O
Viernes 04/10/2013;D;N;T;M;D;O
Sábado 05/10/2013;D;N;T;M;D;D
Domingo 06/10/2013;D;D;N;T;M;D
Lunes 07/10/2013;O;D;N;T;M;O
Martes 08/10/2013;M;D;D;N;T;O
Miércoles 09/10/2013;M;O;D;N;T;O
Jueves 10/10/2013;T;M;D;D;N;O
Viernes 11/10/2013;T;M;O;D;N;O
Sábado 12/10/2013;N;T;M;D;D;D
Domingo 13/10/2013;N;T;M;D;D;D
Lunes 14/10/2013;D;N;T;O;D;M
Martes 15/10/2013;D;N;T;O;D;M
Miércoles 16/10/2013;D;D;N;O;M;T
Jueves 17/10/2013;D;D;N;O;M;T
Viernes 18/10/2013;M;D;D;O;T;N
Sábado 19/10/2013;M;D;D;D;T;N
Domingo 20/10/2013;T;M;D;D;N;D
Lunes 21/10/2013;T;M;D;O;N;D
Martes 22/10/2013;N;T;M;O;D;D
Miércoles 23/10/2013;N;T;M;O;D;D
Jueves 24/10/2013;D;N;T;O;D;M
Viernes 25/10/2013;D;N;T;O;D;M
Sábado 26/10/2013;D;D;N;D;M;T
Domingo 27/10/2013;D;D;N;D;M;T
Lunes 28/10/2013;O;D;D;M;T;N
Martes 29/10/2013;O;D;D;M;T;N
Miércoles 30/10/2013;O;M;D;T;N;D
Jueves 31/10/2013;O;M;D;T;N;D
Viernes 01/11/2013;O;T;M;N;D;D
Sábado 02/11/2013;D;T;M;N;D;D
Domingo 03/11/2013;D;N;T;D;D;M
Lunes 04/11/2013;O;N;T;D;D;M
Martes 05/11/2013;O;D;N;D;M;T
